Time,Kn,Pc psi,Thrust n,Mass Flux,Mass Flow,Cf,Surface Area,Nozzle Erosion,Mass Flux Grain 1
0.76,3941.47929417827,25460.583984375,866.550237367613,0.645774304866791,0.783194793167847,1.8485776360249,19.1929441049601,0,0.645774295453565
0.77,3959.1364412383,25619.580078125,872.00395146623,0.6365607380867,0.788085685513754,1.84866721445153,19.2789251824396,0,0.63656071826031
0.78,3976.5035449984,25776.236328125,877.377370060446,0.627506852149963,0.7929046024537,1.8487543937877,19.3634939006426,0,0.627506836977931
0.79,3993.57834987395,25930.51953125,882.669339284179,0.61860853433609,0.797650491619627,1.84883922296736,19.4466392760512,0,0.618608525916056
0.8,4010.35864134243,26082.392578125,887.878773145822,0.609861791133881,0.802322278632609,1.84892174680267,19.5283505250981,0,0.609861776516436
0.81,4026.84224523439,26231.82421875,893.004382030342,0.601262748241425,0.806918951805091,1.84900201139186,19.6086170607142,0,0.601262757362967
0.82,4043.02702881376,26378.78125,898.045079946133,0.592807769775391,0.81143949471476,1.84908005987976,19.6874284975899,0,0.592807754444025
0.83,4058.91090041131,26523.228515625,902.999780901589,0.584493160247803,0.815882886257559,1.84915593258255,19.764774650389,0,0.584493167175797
0.84,4074.49180911685,26665.138671875,907.867331030628,0.576315581798553,0.820248185422398,1.84922967215039,19.8406455322509,0,0.576315564081921
0.85,4089.76774608964,26804.478515625,912.646847965069,0.568271577358246,0.824534413077547,1.84930131641902,19.9150313611712,0,0.568271590758982
0.86,4104.7367435629,26941.216796875,917.33704208988,0.560357987880707,0.828740619660097,1.84937090258218,19.9879225551542,0,0.560358015093966
0.87,4119.39687518471,27075.322265625,921.93689528793,0.552571713924408,0.83286586841816,1.84943846621463,20.0593097338727,0,0.552571710290697
0.88,4133.74625603454,27206.767578125,926.445660939989,0.544909656047821,0.836909269413345,1.84950404326307,20.1291837187489,0,0.544909672738607
0.89,4147.78304321222,27335.5234375,930.86198155655,0.537369012832642,0.840869928923623,1.84956766712168,20.1975355358224,0,0.537368983162881
0.9,4161.50543552781,27461.560546875,935.185178392858,0.529946804046631,0.844746966432588,1.84962936967985,20.2643564142394,0,0.529946814739163
0.91,4174.91167351365,27584.8515625,939.414165457307,0.522640466690063,0.848539531681099,1.84968918231124,20.3296377863121,0,0.522640439956823
0.92,4188.00003970523,27705.369140625,943.547924632765,0.515447199344635,0.852246787885879,1.84974713494084,20.3933712888859,0,0.515447215864953
0.93,4200.76885863829,27823.087890625,947.585845048955,0.508364617824554,0.855867928783395,1.84980325701543,20.4555487633257,0,0.508364590944143
0.94,4213.21649710038,27937.98046875,951.526772839795,0.501390099525452,0.859402144895193,1.84985757566712,20.5161622567403,0,0.501390081244031
0.95,4225.34136387852,28050.021484375,955.369825637103,0.494521290063858,0.862848657458624,1.84991011761542,20.5752040207543,0,0.494521287964946
